,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,C12,SYBR,mCh,Unkn,Cit6,84.5,270.351310679948,80,89,
,D01,SYBR,Cit3,Unkn,J-Cit3,79,284.352022289488,74.5,86.5,
,D02,SYBR,Cit3,Unkn,J-Cit3,79,265.568764778128,74.5,86,
,D03,SYBR,Cit3,Unkn,J-Cit3,79,340.537462759811,74.5,86,
,D04,SYBR,mCh,Unkn,J-Cit3,84.5,309.12499589937,81,90,
,D05,SYBR,mCh,Unkn,J-Cit3,84.5,327.152718605829,81,91.5,
,D06,SYBR,mCh,Unkn,J-Cit3,84.5,334.769143461435,81,89,
,D07,SYBR,Cit6,Unkn,J-Cit6,78.5,347.127229555253,74.5,85,
,D08,SYBR,Cit6,Unkn,J-Cit6,78.5,346.211631627042,74.5,83.5,
,D09,SYBR,Cit6,Unkn,J-Cit6,78.5,334.515807672709,74.5,83.5,
,D10,SYBR,mCh,Unkn,J-Cit6,84.5,292.513706435377,81,91,
,D11,SYBR,mCh,Unkn,J-Cit6,84.5,293.393987227459,81.5,89,
,D12,SYBR,mCh,Unkn,J-Cit6,85,295.852786213294,81,89.5,
,E01,SYBR,Cit3,Unkn,J-Cit3,79,239.371252218689,74.5,86.5,
,E02,SYBR,Cit3,Unkn,J-Cit3,79,225.872462155582,74.5,84,
,E03,SYBR,Cit3,Unkn,J-Cit3,79,334.831590864106,74.5,84.5,
,E04,SYBR,mCh,Unkn,J-Cit3,84.5,320.863887178152,81,91,
,E05,SYBR,mCh,Unkn,J-Cit3,84.5,331.578080426689,80.5,90.5,
,E06,SYBR,mCh,Unkn,J-Cit3,84.5,326.940474746009,81,91,
,E07,SYBR,Cit6,Unkn,J-Cit6,78.5,349.403304357998,74.5,84,
,E08,SYBR,Cit6,Unkn,J-Cit6,78.5,338.192308776912,74.5,84.5,
,E09,SYBR,Cit6,Unkn,J-Cit6,78.5,318.13837380209,74.5,84.5,
,E10,SYBR,mCh,Unkn,J-Cit6,84.5,305.83857979494,81,89.5,
,E11,SYBR,mCh,Unkn,J-Cit6,84.5,289.37374243104,81,91,
,E12,SYBR,mCh,Unkn,J-Cit6,85,293.028781829298,81,88.5,
,F01,SYBR,Cit3,Unkn,J-Cit3,79,304.641128136728,74.5,86,
,F02,SYBR,Cit3,Unkn,J-Cit3,79,333.107672004777,74.5,85.5,
,F03,SYBR,Cit3,Unkn,J-Cit3,79,335.31013797192,74.5,85.5,
,F04,SYBR,mCh,Unkn,J-Cit3,84.5,324.273830087084,80.5,92,
,F05,SYBR,mCh,Unkn,J-Cit3,84.5,328.030384669891,80,90,
,F06,SYBR,mCh,Unkn,J-Cit3,84.5,315.608454320496,80.5,88.5,
,F07,SYBR,Cit6,Unkn,J-Cit6,78.5,365.561471579377,74.5,85.5,
,F08,SYBR,Cit6,Unkn,J-Cit6,78.5,331.442615804742,74.5,83,
,F09,SYBR,Cit6,Unkn,J-Cit6,78.5,324.057263160825,74.5,84,
,F10,SYBR,mCh,Unkn,J-Cit6,84.5,314.89740902051,81,89,
,F11,SYBR,mCh,Unkn,J-Cit6,84.5,311.262419271727,81,91.5,
,F12,SYBR,mCh,Unkn,J-Cit6,84.5,303.95948126883,81,90.5,
,H01,SYBR,Cit3,NTC,NTC,78.5,241.000027248053,74.5,85,
,H02,SYBR,Cit3,NTC,NTC,78.5,265.286878820356,74.5,82.5,
,H03,SYBR,Cit3,NTC,NTC,78.5,252.269213882329,74.5,84,
,H04,SYBR,Cit6,NTC,NTC,78.5,341.531829047359,74.5,83.5,
,H05,SYBR,Cit6,NTC,NTC,78.5,334.558398638395,74.5,82.5,
,H06,SYBR,Cit6,NTC,NTC,78.5,340.650623701027,74.5,84.5,
,H07,SYBR,mCh,NTC,NTC,None,None,None,None,
,H08,SYBR,mCh,NTC,NTC,None,None,None,None,
,H09,SYBR,mCh,NTC,NTC,None,None,None,None,
